catégorie;CodeReferentielReparation;Désignation;Unité;Démolitions / Déblais;Étape de production;Étape du processus de construction ;Étape d’utilisation ;Étape de fin de vie ;Total cycle de vie en kg CO² eq;Durée de vie;Incertitude;Date de modification
PLAFOND;PLAFOND_65;Dalles de laine de roche agglomérée avec finition texture blanche, sur ossature conservée toutes sujétions comprises, à bords droits  600 mm x  1200 mm x 15mm;M2;0,14;7,48;3;0;0,14;10,75;50;2;02/05/2024
PLAFOND;PLAFOND_66;Ossature apparentée laquée blanche   600 mm x 600 mm x 0,6 mm;ML;0;1,09;0,15;0;0,03;1,27;50;1;02/05/2024
PLAFOND;PLAFOND_67;Ossature apparentée laquée blanche   600 mm x 600 mm x 0,6 mm;M2;0;4,36;0,6;0;0,11;5,07;50;2;02/05/2024
PLAFOND;PLAFOND_68;Lame décorative pour façade en aluminium -;ML;0;1,6;0,1;0;0;1,7;30;1;02/05/2024
PLAFOND;PLAFOND_69;Lames en aluminium plein de 75 mm couleur pastel ou blanc;M2;0;32;2;0;0,04;34,04;30;2;02/05/2024
PLAFOND;PLAFOND_70;Lames en aluminium plein de 75 mm en couleur;M2;0;32;2;0;0,04;34,04;30;2;02/05/2024
PLAFOND;PLAFOND_71;Lames en aluminium plein de 75 mm dorées ou argentées;M2;0;32;2;0;0,04;34,04;30;2;02/05/2024
PLAFOND;PLAFOND_72;Nettoyage et remise en teinte de lambris par lasure, peinture ou vernis;M2;0,47;1,55;0,11;0,49;0,47;3,09;10;1;02/05/2024
PLAFOND;PLAFOND_73;Dépose des planches endommagées, mise en place de nouvelles planches y compris fourniture lambris bois ou PVC standard;M2;7,75;-2,72;1,52;0;7,75;14,3;50;2;02/05/2024
PLAFOND;PLAFOND_74;Remplacement lambris (dépose, pose d'une ossature, pose de lambris bois ou PVC) y compris fourniture bois ou PVC standard;M2;15,5;-5,44;3,03;0;15,5;28,59;50;1;02/05/2024
PLAFOND;PLAFOND_75;Application de peinture projetée type gouttelette (crépis) sur murs et/ou plafond intégrant grattage, rebouchage, enduit et ponçage;M2;0,71;3,61;0,83;0;0,71;5,85;30;1;02/05/2024
PLAFOND;PLAFOND_76;Dépose de l'isolant et mise en décharge publique;M2;0,79;0;0;0;0;0,79;50;2;02/05/2024
PLAFOND;PLAFOND_77;Fourniture et pose de laine de verre en rouleaux épaisseur 120 mm;M2;0;13,2;2,52;0,01;1,2;16,93;50;1;02/05/2024
PLAFOND;PLAFOND_78;Fourniture et pose de laine de roche en rouleaux Epaisseur 120 mm;M2;0;32;2,28;0;0,38;34,66;50;1;02/05/2024
MUR;MUR_1;Piquage et enduit plâtre de 12 mm jusqu'à 25% de la surface sur mur;M2;0,71;3,61;0,83;0;0,71;5,86;30;1;02/05/2024
MUR;MUR_2;Rebouchage de fissures  sur mur : grattage, piquage, reprise d'enduit plâtre y compris calicot si nécessaire, ponçage ;M2;0,06;1,43;0,42;0;0,06;1,96;30;1;02/05/2024
MUR;MUR_3;Remplacement toile de verre et remise en peinture sur mur (arrachage toile de verre, grattage, rebouchage, ponçage, impression, pose toile de verre, 2 couches de peinture);M2;1,31;1,74;2,64;0;1,3;6,99;30;2;02/05/2024
MUR;MUR_4;Toile de verre pose simple sur mur;M2;0;0;0,24;0;0,08;0,32;25;1;02/05/2024
MUR;MUR_5;Lessivage, égrenage, ouverture des fissures sur mur;M2;0;0;0,96;0;0;0,96;30;2;02/05/2024
MUR;MUR_5;Facturation minimale peinture (toutes sujétions y compris fournitures);FT;3,63;46,32;7,05;0;3,63;60,63;30;2;02/05/2024
MUR;MUR_6;Grattage des parties écaillées sur mur;M2;0,71;0;0;0;0;0,71;30;1;02/05/2024
MUR;MUR_7;Impression, ébauchage, au mixte sur mur;M2;0;0;0,83;0;0,71;1,54;30;1;02/05/2024
MUR;MUR_8;Reprise d'enduit, ponçage sur mur;M2;0,71;3,61;0,83;0;0,71;5,86;30;1;02/05/2024
MUR;MUR_9;Mise en peinture sur mur et reprise du support (lessivage, grattage, rebouchage de fissures et reprise d'enduit de lissage jusqu'à 25% de la surface, couche d'impression et 2 couches);M2;1,21;15,44;2,35;0;1,21;20,21;30;2;02/05/2024
MUR;MUR_10;Mise en peinture de plinthe en bois;M2;0,47;1,55;0,11;0,49;0,47;3,09;10;1;02/05/2024
MUR;MUR_11;Brossage de la surface altérée avec une solution légèrement acide et rinçage à l'eau claire;M2;0;0,1;0,4;0;0;0,5;;2;02/05/2024
MUR;MUR_12;Piochage du support, fourniture et mise en œuvre d'un enduit de rebouchage sur zone dégradée;M2;0,89;7,69;1,91;0;0,89;11,39;30;1;02/05/2024
MUR;MUR_13;Fourniture et application à la brosse et lisseuse d'un enduit à la chaux avec finition mise en cire;M2;15,9;10,07;9,11;0;15,9;50,98;25;1;02/05/2024
MUR;MUR_14;Mise en vernis ou lasure sur mur (couche d'impression et 2 couches);M2;0,44;1,06;0,16;0,34;0,44;2,43;8;1;02/05/2024
MUR;MUR_15;Reprise du support  sur mur (lessivage, grattage, rebouchage et reprise d'enduit);M2;0,71;3,61;0,83;0;0,71;5,85;30;1;02/05/2024
MUR;MUR_16;Mise en vernis ou lasure sur mur et reprise du support (lessivage, grattage, rebouchage et reprise d'enduit, couche d'impression et 2 couches);M2;2,34;7,59;1,42;1,27;2,34;5,85;30;3;02/05/2024
MUR;MUR_17;Mise en peinture d'uniformisation y compris lessivage sur mur;M2;0,06;1,38;0,18;0;0,06;1,67;7;1;02/05/2024
MUR;MUR_18;Lessivage en conservation  sur mur;M2;0;0;0,09;0;0;0,09;7;3;02/05/2024
MUR;MUR_19;Décollage de papier peint à la décolleuse;M2;0,04;0;0;0;0;0,04;10;3;02/05/2024
MUR;MUR_20;Grattage des parties écaillées, impression partielle;M2;0,71;3,61;0;0;0;4,32;30;1;02/05/2024
MUR;MUR_21;Rebouchage, enduit à l'eau, ponçage;M2;0;0;0,83;0;0,71;1,54;30;1;02/05/2024
MUR;MUR_22;Remplacement papiers peints (détapissage, rebouchage, ponçage, impression, pose papier peint);M2;0,83;3,61;4,64;0;0,83;9,92;30;2;02/05/2024
MUR;MUR_23;Fourniture papier peint classique ou vinyle;RLX;0;8,43;0;0;0;8,43;10;1;02/05/2024
MUR;MUR_24;Protection, embarras, nettoyage, si justifié;M2;0;0;0,2;0;0;0,2; ;2;02/05/2024
MUR;MUR_25;Remise en peinture phase aqueuse ( impression, 2 couches de peinture);M2;0,12;2,76;0,36;0;0,12;3,35;7;1;02/05/2024
MUR;MUR_26;Facturation minimale € HT, toutes sujétions, y compris fournitures et forfait déplacement;FT;0,7;16,56;2,13;0;0,7;20,09;7;2;02/05/2024
MUR;MUR_27;Démolition de faïences collées ou scellées sur support  plâtre, (y compris piochage du support );M2;0,31;0;0;0;0;0,31;50;1;02/05/2024
MUR;MUR_28;Démolition de faïences collées ou scellées sur support en ciment, (y compris piochage du support );M2;0,31;0;0;0;0;0,31;50;1;02/05/2024
MUR;MUR_29;Raccord d'enduit sur 0,30 m de large de support en ciment;ML;0,84;7,69;1,91;0;0,84;10,5;30;1;02/05/2024
MUR;MUR_30;Reprise ponctuelle au mortier colle;M2;0,01;8,72;0;0;0,01;8,75;50;1;02/05/2024
MUR;MUR_31;Pose de grès collée (simple encollage) 10*10 hors fournitures;M2;0;0;6,72;0;0,31;7,03;50;1;02/05/2024
MUR;MUR_32;Pose de grès collée (simple encollage) 20*20 hors fournitures;M2;0;0;6,72;0;0,31;7,03;50;1;02/05/2024
MUR;MUR_33;Préparation du support (Rebouchage de fissures : grattage, piquage, reprise d'enduit plâtre y compris calicot si nécessaire, ponçage);M2;0,06;1,43;0,42;0;0,06;1,96;50;1;02/05/2024
MUR;MUR_34;Démolition, évacuation et pose de carrelage au mur collées ou scellées ;M2;0,31;18,8;6,72;0;0,31;26,14;50;1;02/05/2024
MUR;MUR_35;Démolition, évacuation et pose de carrelage au mur collées ou scellées y compris préparation du support;M2;0,37;20,23;7,14;0;0,37;28,1;50;3;02/05/2024
MUR;MUR_36;Fourniture carrelage (sol grés cerame ou mural en faïence standard);M2;0;18,8;0;0;0;18,8;50;1;02/05/2024
MUR;MUR_37;Pose de faïence collée (simple encollage) 20*20 hors fournitures;M2;0;0;6,72;0;0,31;7,03;50;1;02/05/2024
MUR;MUR_38;Nettoyage et remise en teinte de lambris par lasure, peinture ou vernis;M2;0,47;1,55;0,11;0,49;0,47;3,09;8;1;02/05/2024
MUR;MUR_39;Dépose des planches de lambris endommagées, mise en place de nouvelles planches, y compris fourniture;M2;15,5;-5,44;3,03;0;15,5;28,59;50;1;02/05/2024
MUR;MUR_40;Dépose des planches endommagées, mise en place de nouvelles planches, remise en teinte y compris fourniture;M2;18,43;4,25;3,74;3,08;18,43;47,92;50;3;02/05/2024
MUR;MUR_41;Dépose, pose d'une ossature en bois ou PVC, y compris fourniture;ML;5,91;-2,67;0,58;0;5,91;9,73;50;1;02/05/2024
MUR;MUR_42;Remplacement lambris (dépose, pose d'une ossature, pose de lambris PVC, remise en teinte) y compris fourniture;M2;0,84;43;75,4;0;0,84;120,09;50;1;02/05/2024
MUR;MUR_43;Remplacement lambris (dépose, pose d'une ossature, pose de lambris bois, remise en teinte) y compris fourniture;M2;1,61;-4,02;3,21;0;1,61;2,4;50;1;02/05/2024
MUR;MUR_44;Application de peinture projetée type gouttelette sur murs et/ou plafond intégrant grattage, rebouchage, enduit et ponçage;M2;0,71;3,61;0,83;0;0,71;5,85;30;1;02/05/2024
MUR;MUR_45;Facturation minimale peinture (toutes sujétions y compris fournitures);FT;3,63;46,32;7,05;0;3,63;60,63;30;2;02/05/2024
MIROITERIE;MIROITERIE_1;Remplacement glaces transparentes clair ép. 4 mm y compris démastiquage si nécessaire;M2;0,2;21,7;0,41;0;0,2;22,5;50;1;02/05/2024
MIROITERIE;MIROITERIE_1;Km supplémentaire au delà de 50 km miroitier (avec un maximum de 200 km);KM;0;0;0,24;0;0;0,24;N/A;3;02/05/2024
MIROITERIE;MIROITERIE_2;VITRAGE de 4 à 6 mm dans double vitrage;M2;0;21,7;0;0;0,2;21,9;50;1;02/05/2024
MIROITERIE;MIROITERIE_2;Plaque de Polycarbonate Clair ép. 16 mm (y compris dépose);M2;0,18;2,65;1,34;0;0,18;4,34;50;1;02/05/2024
MIROITERIE;MIROITERIE_3;Remplacement glaces transparentes clair ép. 5 à 6 mm y compris démastiquage si nécessaire;M2;0,27;29,84;0,41;0;0,27;30,78;50;2;02/05/2024
MIROITERIE;MIROITERIE_3;Plaque de Polycarbonate Clair ép. 32 mm (y compris dépose);M2;0,18;5,3;1,34;0;0,18;6,99;50;1;02/05/2024
MIROITERIE;MIROITERIE_4;Remplacement glaces transparentes clair ép. 7 à 8 mm y compris démastiquage si nécessaire;M2;0,37;40,69;0,41;0;0,37;41,83;50;2;02/05/2024
MIROITERIE;MIROITERIE_4;Plaque de Polycarbonate Clair ép. 16 mm option Opale (y compris dépose);M2;0,18;2,65;1,34;0;0,18;4,34;50;1;02/05/2024
MIROITERIE;MIROITERIE_5;VITRAGE de 8 à 10 mm dans double vitrage;M2;0;48,83;0;0;0,44;49,27;50;2;02/05/2024
MIROITERIE;MIROITERIE_5;Plaque de Polycarbonate Clair ép. 32 mm option Opale (y compris dépose);M2;0,18;5,3;1,34;0;0,18;6,99;50;1;02/05/2024
MIROITERIE;MIROITERIE_6;Remplacement glaces transparentes clair ép. 9 à 10 mm y compris démastiquage si nécessaire;M2;0,47;51,54;0,41;0;0,47;52,88;50;2;02/05/2024
MIROITERIE;MIROITERIE_6;Déplacement et main d'œuvre de pose du vitrage d'insert;FT;0;0;20;0;0;20;40;2;02/05/2024
MIROITERIE;MIROITERIE_7;Fourniture d'un vitrage Martelé imprimé;M2;0,47;51,54;0,41;0;0,47;52,88;50;2;02/05/2024
MIROITERIE;MIROITERIE_7;Fourniture vitre d'insert vitroceram 4 mm;M2;0;12,2;0;0;0;12,2;40;3;02/05/2024
MIROITERIE;MIROITERIE_8;Remplacement double vitrage isolants 4/6/4 ou 4/12/4 préfabriqués y compris traitement des déchets;M2;0,39;43,4;0,41;0;0,39;44,59;50;2;02/05/2024
MIROITERIE;MIROITERIE_8;Fourniture vitre d'insert vitroceram 5 mm;M2;0;12,2;0;0;0;12,2;40;3;02/05/2024
MIROITERIE;MIROITERIE_9;Remplacement double vitrage isolants 4/6/4 ou 4/16/4 préfabriqués y compris traitement des déchets;M2;0,39;43,4;0,41;0;0,39;44,59;50;3;02/05/2024
MIROITERIE;MIROITERIE_9;Plus-value forme ronde ou ovale et fourniture du joint;M2;0;1;0;0;0;1;40;3;02/05/2024
MIROITERIE;MIROITERIE_10;Remplacement double vitrage isolants 4/6/6 ou 4/12/6 préfabriqués y compris traitement des déchets;M2;0,47;51,54;0,41;0;0,47;52,88;50;3;02/05/2024
MIROITERIE;MIROITERIE_10;Plus-value forme cintrée et fourniture du joint;M2;0;1;0;0;0;1;40;3;02/05/2024
MIROITERIE;MIROITERIE_11;Remplacement double vitrage isolants 4/6/8 ou 4/12/8 préfabriqués y compris traitement des déchets;M2;0,56;62,39;0,41;0;0,56;63,92;50;3;02/05/2024
MIROITERIE;MIROITERIE_11;Plus-value forme en demi cercle et fourniture du joint;M2;0;1;0;0;0;1;40;3;02/05/2024
MIROITERIE;MIROITERIE_12;Remplacement double vitrage isolants 4/6/10 ou 4/12/10 préfabriqués y compris traitement des déchets;M2;0,66;73,24;0,41;0;0,66;74,97;50;3;02/05/2024
MIROITERIE;MIROITERIE_12;Dépose et enlèvement en DP de l'ancienne paroi de douche;FT;0;0;22,4;0;0;22,4;N/A;2;02/05/2024
MIROITERIE;MIROITERIE_13;Remplacement double vitrage isolants 4/6/33.2 ou 4/12/33.2 préfabriqués y compris traitement des déchets;M2;0,45;38,8;0,41;0,08;0,45;40,2;30;1;02/05/2024
MIROITERIE;MIROITERIE_14;Remplacement double vitrage isolants 4/6/44.2 ou 4/12/44.2 préfabriqués y compris traitement des déchets;M2;0,51;43,1;0,41;0,08;0,51;44,61;30;1;02/05/2024
MIROITERIE;MIROITERIE_14;Fourniture d'une paroi de douche en verre 8mm trempé fixe;L;0;62,92;0;0;0;62,92;10;3;02/05/2024
MIROITERIE;MIROITERIE_15;Remplacement double vitrage isolants 4/6/55.2 ou 4/12/55.2 préfabriqués y compris traitement des déchets;M2;0,62;47,7;0,41;0,08;0,62;49,43;30;1;02/05/2024
MIROITERIE;MIROITERIE_15;Fourniture d'une paroi de douche en verre 8mm trempé coulissante 2 vantaux;L;0;125,84;0;0;0;125,84;10;3;02/05/2024
MIROITERIE;MIROITERIE_16;Remplacement double vitrage isolants 6/6/6 ou 6/12/6 préfabriqués y compris traitement des déchets;M2;0,54;59,68;0,41;0;0,54;61,16;50;3;02/05/2024
MIROITERIE;MIROITERIE_16;Fourniture d'une paroi de douche en verre 8mm trempé pivotante;L;0;125,84;0;0;0;125,84;10;3;02/05/2024
MIROITERIE;MIROITERIE_17;Remplacement double vitrage isolants 6/6/8 ou 6/12/8 préfabriqués y compris traitement des déchets;M2;0,64;70,53;0,41;0;0,64;72,21;50;3;02/05/2024
MIROITERIE;MIROITERIE_17;Main d'œuvre de pose d'une paroi de douche;FT;0;0;22,4;0;0;22,4;N/A;2;02/05/2024
MIROITERIE;MIROITERIE_18;Remplacement double vitrage isolants 6/6/10 ou 6/12/10 préfabriqués y compris traitement des déchets;M2;0,74;81,38;0,41;0;0,74;83,25;50;3;02/05/2024
MIROITERIE;MIROITERIE_18;Facturation minimale miroiterie toutes sujétions, y compris fournitures et forfait déplacement non applicables pour fermetures provisoires;FT;0;0;67,2;0;0;67,2;10;2;02/05/2024
MIROITERIE;MIROITERIE_19;Remplacement double vitrage isolants 6/6/33.2 ou 6/12/33.2 préfabriqués y compris traitement des déchets;M2;0,53;46,94;0,78;0,08;0,53;48,85;30;1;02/05/2024
MIROITERIE;MIROITERIE_20;Remplacement double vitrage isolants 6/6/44.2 ou 6/12/44.2 préfabriqués y compris traitement des déchets;M2;0,58;51,24;0,9;0,08;0,58;53,38;30;1;02/05/2024
MIROITERIE;MIROITERIE_21;Remplacement double vitrage isolants 6/6/55.2 ou 6/12/55.2 préfabriqués y compris traitement des déchets;M2;0,69;55,84;1,02;0,08;0,69;58,32;30;1;02/05/2024
MIROITERIE;MIROITERIE_22;Remplacement double vitrage isolants 8/6/8 ou 8/12/8 préfabriqués y compris traitement des déchets;M2;0,74;81,38;0,41;0;0,74;83,25;50;3;02/05/2024
MIROITERIE;MIROITERIE_23;Remplacement double vitrage isolants 8/6/10 ou 8/12/10 préfabriqués y compris traitement des déchets;M2;0,83;92,23;0,41;0;0,83;94,3;50;3;02/05/2024
MIROITERIE;MIROITERIE_24;Remplacement double vitrage isolants 8/6/33.2 ou 8/12/33.2 préfabriqués y compris traitement des déchets;M2;0,63;57,79;0,41;0,08;0,63;59,53;30;1;02/05/2024
MIROITERIE;MIROITERIE_25;Remplacement double vitrage isolants 8/6/44.2 ou 8/12/44.2 préfabriqués y compris traitement des déchets;M2;0,68;62,09;0,41;0,08;0,68;63,94;30;1;02/05/2024
MIROITERIE;MIROITERIE_26;Remplacement double vitrage isolants 8/6/55.2 ou 8/12/55.2 préfabriqués y compris traitement des déchets;M2;0,79;66,69;0,41;0,08;0,79;68,76;30;1;02/05/2024
MIROITERIE;MIROITERIE_27;Remplacement double vitrage isolants 10/6/10 ou 10/12/10 préfabriqués y compris traitement des déchets;M2;0,93;103,08;0,41;0;0,93;105,35;50;3;02/05/2024
MIROITERIE;MIROITERIE_28;Remplacement double vitrage isolants 10/6/33.2 ou 10/12/33.2 préfabriqués y compris traitement des déchets;M2;0,72;68,64;0,41;0,08;0,72;70,57;30;3;02/05/2024
MIROITERIE;MIROITERIE_29;Fermetures provisoire de portes 1 vantail avec du contre-plaqué rigide ou renforcé par des tasseaux de bois y compris déplacement;U;0;-16,55;28,77;0;18,32;30,54;1;1;02/05/2024
MIROITERIE;MIROITERIE_29;Remplacement double vitrage isolants 10/6/44.2 ou 10/12/44.2 préfabriqués y compris traitement des déchets;M2;0,78;72,94;0,41;0,08;0,78;74,98;30;3;02/05/2024
MIROITERIE;MIROITERIE_30;Mise en sécurité d'une vitrine par pose d'un contre-plaqué y compris déplacement;M2;0;-87,1;74,7;0;96,4;84;1;1;02/05/2024
MIROITERIE;MIROITERIE_30;Remplacement double vitrage isolants 10/6/55.2 ou 10/12/55.2 préfabriqués y compris traitement des déchets;M2;0,89;77,54;0,41;0,08;0,89;79,81;30;3;02/05/2024
MIROITERIE;MIROITERIE_31;Majoration pour intervention nuit (de 19h00 à 08h00), week end et jours fériés;FT;0;0;0;0;0;0;0;3;02/05/2024
MIROITERIE;MIROITERIE_31;Plus-value pour remplissage gaz argon ;M2;0;0;1,2;0;0;1,2;50;2;02/05/2024
MIROITERIE;MIROITERIE_32;Remplacement vitrage feuilletés 33-2 (max. 310 x 200 cm) y compris;M2;1,67;136;3,27;0,99;1,67;143,6;30;1;02/05/2024
MIROITERIE;MIROITERIE_33;VITRAGE FEUILLETE 33-2 dans double vitrage;M2;0;136;0;0,99;1,67;138,66;30;1;02/05/2024
MIROITERIE;MIROITERIE_34;Remplacement vitrage feuilletés 44-2 (max. 310 x 200 cm) y compris;M2;3,62;265;6,37;1,93;3,62;280,54;30;1;02/05/2024
MIROITERIE;MIROITERIE_35;VITRAGE FEUILLETE 44-2 dans double vitrage;M2;0;265;0;1,93;3,62;270,55;30;1;02/05/2024
MIROITERIE;MIROITERIE_36;Remplacement vitrage feuilletés 55-2 (max. 400 x 240 cm) y compris démastiquage si nécessaire;M2;0,31;29,2;0,99;0,21;0,31;31,02;30;1;02/05/2024
MIROITERIE;MIROITERIE_37;VITRAGE FEUILLETE 55-2 dans double vitrage;M2;0;29,2;0;0,21;0,31;29,72;30;1;02/05/2024
MIROITERIE;MIROITERIE_38;Remplacement vitrage feuilletés 66-2 (max. 510 x 240 cm) y compris démastiquage si nécessaire;M2;0,31;29,2;0,99;0,21;0,31;31,02;30;1;02/05/2024
MIROITERIE;MIROITERIE_39;Remplacement vitrage feuilletés 66-6 (antieffraction) y compris démastiquage si nécessaire;M2;0,54;45,3;0,78;0,79;0,54;47,96;30;1;02/05/2024
MIROITERIE;MIROITERIE_40;Remplacement vitrage feuilletés SP 10 (max. 321 x 240 cm) y compris démastiquage si nécessaire;M2;0,54;45,1;0,78;0,79;0,54;47,76;30;1;02/05/2024
MIROITERIE;MIROITERIE_41;Remplacement vitrage feuilletés SP 15 (max. 510 x 255 cm) y compris démastiquage si nécessaire;M2;0,54;45,1;0,78;0,79;0,54;47,76;30;1;02/05/2024
MIROITERIE;MIROITERIE_42;Forfait déplacement Prise de mesure déplacement inclus hors urgences et fermetures provisoires;FT;0;0;19,2;0;0;19,2;N/A;2;02/05/2024
MIROITERIE;MIROITERIE_43;Forfait déplacement Pose Glace inférieure à 2 m2 hors urgences et fermetures provisoires;FT;0;0;19,4;0;0;19,4;N/A;2;02/05/2024
MIROITERIE;MIROITERIE_44;Forfait déplacement Pose Glace supérieure à 2 m2 hors urgences et fermetures provisoires;FT;0;0;23;0;0;23;N/A;2;02/05/2024
MIROITERIE;MIROITERIE_45;Facturation minimum y compris déplacement, fourniture et pose;FT;0;0;0;0;0;106,25;N/A;3;02/05/2024
MENUISERIE;MENUISERIE_1;Déplacement menuisier (un forfait unique facturable);FT;0;0;18,2;0;0;18,2;N/A;3;02/05/2024
MENUISERIE;MENUISERIE_2;Remplacement bloc-porte d'entrée en maison individuelle sur cadre existant, y compris dépose, pose de verrous et/ou serrures, réglages, ajustages et toutes sujétions / hors fourniture bloc-porte et serrures;U;4,29;0;12,5;203;0;219,79;30;1;02/05/2024
MENUISERIE;MENUISERIE_3;Remplacement bloc-porte d'entrée en appartement sur cadre existant, y compris dépose, pose de verrous et/ou serrures, réglages, ajustages et toutes sujétions / hors fourniture bloc-porte et serrures;U;4,29;0;12,5;203;0;219,79;30;1;02/05/2024
MENUISERIE;MENUISERIE_4;Remplacement bloc-porte d'entrée de cave y compris dépose, scellements sur tout type de support, pose de verrous et/ou serrures, réglages, ajustages et toutes sujétions / hors fourniture bloc-porte et serrures;U;6,35;0;18,5;300,44;0;325,29;30;2;02/05/2024
MENUISERIE;MENUISERIE_5;Remplacement d’un montant (dormant) de l’huisserie (encadrement) d’une porte ou porte-fenêtre y compris dépose, scellements sur tout type de support, réglages, ajustages, repose des accessoires, fournitures et toutes sujétions;U;4,29;0;28,3;0;0;32,59;30;1;02/05/2024
MENUISERIE;MENUISERIE_6;Remplacement de tout type de porte-fenêtre 1 vantail sur cadre existant, y compris dépose, réglages, ajustages et toutes sujétions / hors fourniture;U;7,38;0;48,68;0;0;56,05;30;2;02/05/2024
MENUISERIE;MENUISERIE_7;Remplacement de tout type de porte-fenêtre 2 vantaux sur cadre existant, y compris dépose, réglages, ajustages et toutes sujétions / hors fourniture;U;11,07;0;73,01;0;0;84,08;30;2;02/05/2024
MENUISERIE;MENUISERIE_8;Remplacement de tout type de fenêtre 1 à 2 vantaux sur cadre existant, y compris dépose, réglages, ajustages et toutes sujétions / hors fourniture;U;10,25;0;23,23;0,24;0;33,72;30;2;02/05/2024
MENUISERIE;MENUISERIE_9;Plus value par vantail supplémentaire pour pose sur cadre existant ou scellée porte, porte-fenêtre et fenêtre;U;11,78;0;11,62;0,12;0;23,52;30;2;02/05/2024
MENUISERIE;MENUISERIE_10;Forfait peinture de porte ou fenêtre (1 ou 2 vantaux) réalisation par le menuisier dans le cadre du remplacement ou de la réparation mise en peinture de 2 couches de peinture mate, satinée, brillante ou lasure, 1 ou 2 faces y compris nettoyage, ponçage, fournitures et toutes sujétions;U;0,03;1,54;0,16;0;0,03;1,76;8;1;02/05/2024
MENUISERIE;MENUISERIE_11;Supplément pour remise en peinture chambranle;U;0,03;1,54;0,16;0;0,03;1,76;8;1;02/05/2024
MENUISERIE;MENUISERIE_12;Fourniture d'une porte de garage coulissante;U;0;681,6;64,8;0;25,68;772,08;30;2;02/05/2024
MENUISERIE;MENUISERIE_13;Porte de Garage Main d'œuvre :  Forfait dépose / pose/ petites fournitures / évacuation;U;25,68;0;64,8;0;0;90,48;30;2;02/05/2024
MENUISERIE;MENUISERIE_14;Remplacement porte de garage taille standard coulissante y compris dépose et toutes sujétions de calage, fixation et équipement de quincaillerie;U;25,68;681,6;64,8;0;25,68;797,76;30;2;02/05/2024
MENUISERIE;MENUISERIE_15;Remplacement porte de garage sectionnelle taille standard  y compris dépose et toutes sujétions de calage, fixation et équipement de quincaillerie;U;25,68;681,6;64,8;0;25,68;797,76;30;2;02/05/2024
MENUISERIE;MENUISERIE_16;Remplacement porte de garage basculante taille standard avec ou sans débordement y compris dépose et toutes sujétions de calage, fixation et équipement de quincaillerie / Hors fourniture;U;25,68;0;64,8;0;25,68;116,16;30;2;02/05/2024
MENUISERIE;MENUISERIE_17;Fourniture d'une porte de garage standard;U;0;681,6;0;0;0;681,6;30;2;02/05/2024
MENUISERIE;MENUISERIE_18;Remplacement moteur standard porte de garage y compris dépose, raccordement électrique, ajustage, réglages et toutes sujétions;U;8,76;187;22,3;0;8,76;226,82;15;1;02/05/2024
MENUISERIE;MENUISERIE_19;Remplacement de tout type de volets roulants manuels surface inférieure à 2m2 / hors fournitures avec conservation des branchements existants;U;22,6;0;32,4;0;22,6;77,6;25;2;02/05/2024
MENUISERIE;MENUISERIE_20;Remplacement de tout type de volets roulants manuels surface entre 2 et 4m2 / hors fournitures avec conservation des branchements existants;U;39,55;0;56,7;0;39,55;135,8;25;2;02/05/2024
MENUISERIE;MENUISERIE_22;Remplacement de tout type de volets roulants électriques surface inférieure à 2m2 / hors fournitures sans conservation des branchements existants;U;35,87;0;37,97;210;35,87;319,7;25;2;02/05/2024
MENUISERIE;MENUISERIE_23;Remplacement de tout type de volets roulants électriques surface entre 2 et 4m2 hors fournitures sans conservation des branchements existants;U;52,82;0;62,27;210;52,82;377,9;25;2;02/05/2024
MENUISERIE;MENUISERIE_24;Remplacement de tout type de volets battants à l’unité par volet y compris scellements sur tout type de support, réglages, ajustages et toutes sujétions / hors fournitures;U;40,6;0;5,74;37,2;40,6;124,14;25;2;02/05/2024
MENUISERIE;MENUISERIE_25;Reprise sur PVC et bois ≤ 3 impacts, trous, éclats sur un ou plusieurs ouvrages, y compris toutes sujétions thermo-reprofilage, dépose et repose éventuelles, nettoyage, ponçages, lustrage;FT;0;2;48;0;0;50;30;3;02/05/2024
MENUISERIE;MENUISERIE_25;Dépose du store banne motorisé et enlèvement en décharge publique;U;7,47;0,1;12,9;0;0;20,47;20;3;02/05/2024
MENUISERIE;MENUISERIE_26;Reprise sur PVC et bois > 4 et ≤ 6 impacts, trous, éclats sur un ou plusieurs ouvrages, y compris toutes sujétions thermo-reprofilage, dépose et repose éventuelles, nettoyage, ponçages, lustrage;FT;0;2;48;0;0;50;30;3;02/05/2024
MENUISERIE;MENUISERIE_26;Fourniture d'un store banne motorisé à coffret intégral;U;0;132,8;0;118;7,47;258,27;20;1;02/05/2024
MENUISERIE;MENUISERIE_27;Reprise sur PVC et bois > 7 impacts, trous, éclats sur un ou plusieurs ouvrages, y compris toutes sujétions thermo-reprofilage, dépose et repose éventuelles, nettoyage, ponçages, lustrage;FT;0;2;48;0;0;50;30;3;02/05/2024
MENUISERIE;MENUISERIE_27;Pose du store banne motorisé;U;0;0,1;12,9;0;0;13;20;3;02/05/2024
MENUISERIE;MENUISERIE_28;Remplacement de tout type de joint d'étanchéité (en caoutchouc, en PVC …) par vantail de fenêtre, porte-fenêtre, porte...;FT;1,86;20,48;2,1;0;1,86;26,29;30;2;02/05/2024
MENUISERIE;MENUISERIE_28;Dépose du store banne manuel et enlèvement en décharge publique;U;6,7;0,1;10,8;0;0;17,6;20;1;02/05/2024
